record_number|project_name|project_description|sector|type_of_project|district|constituency|ward|zone|project_site_location|distance_km|year_funded|work_package|scope_of_works|status|comments|source_id|year|cdf_category
56|Construction of a Crossing Point|Construction of a Crossing Point at Chipoomoka across Nanjili Stream|Roads|Construction|Mumbwa|Nangoma|Nangoma|Nangoma|Chipoomoka across Nanjili Stream||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
57|Construction of 1*3 Ablution Block|Construction of 1*3 Ablution Block - at Kasalu Primary School|Education|Construction|Mumbwa|Nangoma|Nangoma|Kasalu|Kasalu Primary School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
58|Construction of a Market Shelter|Construction of a Market Shelter at Kasalu Market|Infrastructure|Construction|Mumbwa|Nangoma|Nangoma|Kasalu|Kasalu Market||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
59|Construction of a Crossing Point|Construction of a Crossing Point Ntembelwa, Shamamoma Community|Roads|Construction|Mumbwa|Nangoma|Nangoma|Kasalu|Ntembelwa, Shamamoma Community||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
60|Construction of 1*4 Classroom Block|Construction of 1*4 Classroom Block at Luili Primary School|Education|Construction|Mumbwa|Nangoma|Matala|Luili|Luili Primary School||||||APPROVED|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
61|Lack of electricity|Lack of electricity at Matala Primary School|Education|Electrification|Mumbwa|Nangoma|Matala|Matala|Matala Primary School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
62|Construction of Classroom Block|Construction of Classroom Block|Education|Construction|Mumbwa|Nangoma|Matala|Katengwa|Katengwa Primary School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
63|Construction of Administrative block with staff room, Renovation of ablurion block, Water Reticulation and Staff Accomodation .|Construction of Administrative block with staff room, Renovation of ablurion block, Water Reticulation and Staff Accomodation - Sanje Primary School.|Education|Construction & Rehabilitation|Mumbwa|Nangoma|Nakasaka|Sanje|Sanje Primary School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
64|Construction of 2 staff houses|Construction of 2 staff houses at Muyoba Primary School|Education|Construction|Mumbwa|Nangoma|Nakasaka|Muyoba|Muyoba Primary School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
65|Lack of Staff Accomodation, School Toilets not enough, Borehole needs pipe replacement.|Lack of Staff Accomodation, School Toilets not enough, Borehole needs pipe replacement at Nakasaka Primary School|Education|Construction|Mumbwa|Nangoma|Nakasaka|Mainwene|Nakasaka Primary School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
66|Lack of a dinning hall for feeding, Water crisis and staff accomodation|Lack of a dinning hall for feeding, Water crisis and staff accomodation at Sanje Primary School|Education|Construction|Mumbwa|Nangoma|Nakasaka|Sanje|Sanje Secondary School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
67|Construction of a Health Post|Construction of a Health Post in Nambwa Zone|Health|Construction|Mumbwa|Nangoma|Nakasaka|Nambwa|Nambwa Community||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
68|Construction of 1*3 Classroom Block|Construction of 1*3 Classroom Block at Mumba Scheme Primary School|Education|Construction|Mumbwa|Nangoma|Nakasaka|Mumba Scheme|Mumba Scheme Primary School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
69|Construction of three (3) staff house and one (1) rehabilitation of 1x3 Classroom Block|Construction of three (3) staff house and one (1) rehabilitation of 1x3 Classroom Block|Education|Construction|Mumbwa|Nangoma|Matala|Kansangwa|Kansangwa Community School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
70|Construction of a foot bridge|Construction of a foot bridge in Shambata Village|Roads|Construction|Mumbwa|Nangoma|Sichanzu|Munkolo|Shambata Village||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
71|Rehabilitation if a bridge|Rehabilitation if a bridge in Munkolo Zone|Roads|Rehabilitation|Mumbwa|Nangoma|Sichanzu|Munkolo|Munkolo Zone||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
72|Renovation of spray race|Renovation of spray race - Malima Area|Livestock|Renovation|Mumbwa|Nangoma|Sichanzu|Malima|Malima||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
73|Construction of 1*3 Claaroom Block|Construction of 1*3 Classroom Block at Chifwembe Primary school|Education|Construction|Mumbwa|Nangoma|Nalubanda|Chifwembe|Chifwembe Primary school||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
74|Construction of a Staff House|Construction of a Staff House at Mweempe Primary|Education|Construction|Mumbwa|Nangoma|Nalubanda|Mweempe|Mweempe Primary School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
75|Drilling of Six (6) Boreholes|Drilling of Six (6) Boreholes , Mweemba ,SuSu ,Shambosha,Nalubanda,Mulondo & Muzuni Village|Water|Drilling & Installation|Mumbwa|Nangoma|Nalubanda|Selected Points|Drilling of Six (6) Boreholes , Mweemba ,SuSu ,Shambosha,Nalubanda,Mulondo & Muzuni Village||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
76|Construction of a Staff House|Construction of a Staff House at Chaangwe Community|Education|Construction|Mumbwa|Nangoma|Nalubanda|Chaangwe|Chaangwe Community School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
