year|financial_type|category/code|description|amount|source
2025|Programme 9 Expenditure|Prog 9 (01)|Social Protection - Salaries and Wages|485050.0|2025 Approved Budget PDF (Page 31)
2025|Programme 9 Expenditure|Prog 9 (02)|Social Protection - Use of Goods and Services|26200.0|2025 Approved Budget PDF (Page 31)
2025|Programme 9 Expenditure|Prog 9 (02)|Social Protection - General Operations|26200.0|2025 Approved Budget PDF (Page 31)
2025|Programme 9 Expenditure|Prog 9 (01)|Social Protection - Community Development|26200.0|2025 Approved Budget PDF (Page 31)
2025|Programme 9 Expenditure|Prog 9 (04)|Social Protection - Assets|30000.0|2025 Approved Budget PDF (Page 31)
2025|Programme 9 Expenditure|Prog 9 (01)|Social Protection - Non-Financial Assets (Capital Expenditure)|30000.0|2025 Approved Budget PDF (Page 31)
2025|Programme 9 Expenditure|Prog 9 (01)|Social Protection - Community Development|30000.0|2025 Approved Budget PDF (Page 31)
2025|Programme 10 Expenditure|Prog 10 (01)|Public order and safety - Personal Emoluments|5038140.0|2025 Approved Budget PDF (Page 33)
2025|Programme 10 Expenditure|Prog 10 (01)|Public order and safety - Salaries and Wages|5038140.0|2025 Approved Budget PDF (Page 33)
2025|Programme 10 Expenditure|Prog 10 (02)|Public order and safety - Use of Goods and Services|1010533.0|2025 Approved Budget PDF (Page 33)
2025|Programme 10 Expenditure|Prog 10 (02)|Public order and safety - General Operations|1010533.0|2025 Approved Budget PDF (Page 33)
2025|Programme 10 Expenditure|Prog 10 (04)|Public order and safety - Assets|562503.0|2025 Approved Budget PDF (Page 33)
2025|Programme 10 Expenditure|Prog 10 (01)|Public order and safety - Non-Financial Assets (Capital Expenditure)|562503.0|2025 Approved Budget PDF (Page 33)
2025|Programme 10 Expenditure|Prog 10 (01)|Public order and safety - Building Inspectorate|48965.0|2025 Approved Budget PDF (Page 33)
2025|Programme 10 Expenditure|Prog 10 (10)|Public order and safety - Public order and safety|6611175.0|2025 Approved Budget PDF (Page 33)
2025|Programme 11 Expenditure|Prog 11 (01)|Management and support Services - Personal Emoluments|7713867.0|2025 Approved Budget PDF (Page 35)
2025|Programme 11 Expenditure|Prog 11 (01)|Management and support Services - Salaries and Wages|7651867.0|2025 Approved Budget PDF (Page 35)
2025|Programme 11 Expenditure|Prog 11 (02)|Management and support Services - Other Emoluments|62000.0|2025 Approved Budget PDF (Page 35)
2025|Programme 11 Expenditure|Prog 11 (02)|Management and support Services - Use of Goods and Services|2977831.0|2025 Approved Budget PDF (Page 35)
2025|Programme 11 Expenditure|Prog 11 (02)|Management and support Services - General Operations|2977831.0|2025 Approved Budget PDF (Page 35)
2025|Programme 11 Expenditure|Prog 11 (03)|Management and support Services - Accounting|668983.0|2025 Approved Budget PDF (Page 35)
2025|Programme 11 Expenditure|Prog 11 (04)|Management and support Services - Assets|458170.0|2025 Approved Budget PDF (Page 35)
2025|Programme 11 Expenditure|Prog 11 (01)|Management and support Services - Non-Financial Assets (Capital Expenditure)|458170.0|2025 Approved Budget PDF (Page 35)
2025|Programme 11 Expenditure|Prog 11 (01)|Management and support Services - Procurement|6000.0|2025 Approved Budget PDF (Page 35)
2025|Programme 11 Expenditure|Prog 11 (02)|Management and support Services - Executive Management|15000.0|2025 Approved Budget PDF (Page 35)
2025|Programme 11 Expenditure|Prog 11 (03)|Management and support Services - Accounting|157949.0|2025 Approved Budget PDF (Page 35)
2025|Programme 11 Expenditure|Prog 11 (03)|Management and support Services - Public Relations|114316.0|2025 Approved Budget PDF (Page 35)
2025|Programme 11 Expenditure|Prog 11 (06)|Management and support Services - Legal Services|2000.0|2025 Approved Budget PDF (Page 35)
2025|Programme 11 Expenditure|Prog 11 (08)|Management and support Services - Auditing|29500.0|2025 Approved Budget PDF (Page 35)
2025|Programme 11 Expenditure|Prog 11 (05)|Management and support Services - Liabilities|1588000.0|2025 Approved Budget PDF (Page 35)
2025|Programme 11 Expenditure|Prog 11 (01)|Management and support Services - Outstanding Bills|1588000.0|2025 Approved Budget PDF (Page 35)
2025|Programme 11 Expenditure|Prog 11 (11)|Management and support Services - Management and support Services|12737868.0|2025 Approved Budget PDF (Page 36)
2025|Programme 11 Expenditure|Prog 11 (03)|Management and support Services - Annual budget produced|1.0|2025 Approved Budget PDF (Page 37)
2025|Programme 12 Expenditure|Prog 12 (01)|Resource Mobilisation and Management - Personal Emoluments|1028978.0|2025 Approved Budget PDF (Page 38)
2025|Programme 12 Expenditure|Prog 12 (01)|Resource Mobilisation and Management - Salaries and Wages|1028978.0|2025 Approved Budget PDF (Page 38)
2025|Programme 12 Expenditure|Prog 12 (02)|Resource Mobilisation and Management - Use of Goods and Services|368340.0|2025 Approved Budget PDF (Page 38)
2025|Programme 12 Expenditure|Prog 12 (02)|Resource Mobilisation and Management - General Operations|368340.0|2025 Approved Budget PDF (Page 38)
2025|Programme 12 Expenditure|Prog 12 (04)|Resource Mobilisation and Management - Assets|15000.0|2025 Approved Budget PDF (Page 38)
2025|Programme 12 Expenditure|Prog 12 (01)|Resource Mobilisation and Management - Non-Financial Assets (Capital Expenditure)|15000.0|2025 Approved Budget PDF (Page 38)
2025|Programme 12 Expenditure|Prog 12 (07)|Resource Mobilisation and Management - Revenue|15000.0|2025 Approved Budget PDF (Page 38)
2025|Programme 12 Expenditure|Prog 12 (12)|Resource Mobilisation and Management - Resource Mobilisation and Management|1412318.0|2025 Approved Budget PDF (Page 38)
2025|Programme 13 Expenditure|Prog 13 (02)|District Health servcies - Use of Goods and Services|5832428.0|2025 Approved Budget PDF (Page 40)
2025|Programme 13 Expenditure|Prog 13 (02)|District Health servcies - General Operations|5832428.0|2025 Approved Budget PDF (Page 40)
2025|Programme 13 Expenditure|Prog 13 (01)|District Health servcies - District Health Office|5832428.0|2025 Approved Budget PDF (Page 40)
2025|Programme 13 Expenditure|Prog 13 (04)|District Health servcies - Assets|276909.0|2025 Approved Budget PDF (Page 40)
2025|Programme 13 Expenditure|Prog 13 (01)|District Health servcies - Non-Financial Assets (Capital Expenditure)|276909.0|2025 Approved Budget PDF (Page 40)
2025|Programme 13 Expenditure|Prog 13 (01)|District Health servcies - District Health Office|276909.0|2025 Approved Budget PDF (Page 40)
2025|Programme 13 Expenditure|Prog 13 (13)|District Health servcies - District Health servcies|6109336.0|2025 Approved Budget PDF (Page 40)
2025|Programme 15 Expenditure|Prog 15 (02)|Transport Services - Use of Goods and Services|3681698.0|2025 Approved Budget PDF (Page 42)
2025|Programme 15 Expenditure|Prog 15 (02)|Transport Services - General Operations|3681698.0|2025 Approved Budget PDF (Page 42)
2025|Programme 15 Expenditure|Prog 15 (02)|Transport Services - Transport Services|3681698.0|2025 Approved Budget PDF (Page 42)
2025|Programme 15 Expenditure|Prog 15 (15)|Transport Services - Transport Services|3681698.0|2025 Approved Budget PDF (Page 42)
2025|Programme 16 Expenditure|Prog 16 (02)|Agricultural Services - Use of Goods and Services|517781.0|2025 Approved Budget PDF (Page 44)
2025|Programme 16 Expenditure|Prog 16 (02)|Agricultural Services - General Operations|517781.0|2025 Approved Budget PDF (Page 44)
2025|Programme 16 Expenditure|Prog 16 (18)|Agricultural Services - Agriculture unit|319854.0|2025 Approved Budget PDF (Page 44)
2025|Programme 16 Expenditure|Prog 16 (19)|Agricultural Services - Agribusiness and Marketing|52400.0|2025 Approved Budget PDF (Page 44)
2025|Programme 16 Expenditure|Prog 16 (20)|Agricultural Services - Management and Support Services|145527.0|2025 Approved Budget PDF (Page 44)
2025|Programme 16 Expenditure|Prog 16 (16)|Agricultural Services - Agricultural Services|517781.0|2025 Approved Budget PDF (Page 45)
2025|Programme 17 Expenditure|Prog 17 (02)|Fisheries and Livestock - Use of Goods and Services|486160.0|2025 Approved Budget PDF (Page 47)
2025|Programme 17 Expenditure|Prog 17 (02)|Fisheries and Livestock - General Operations|486160.0|2025 Approved Budget PDF (Page 47)
2025|Programme 17 Expenditure|Prog 17 (21)|Fisheries and Livestock - Fisheries and Livestock Marketing|105310.0|2025 Approved Budget PDF (Page 47)
2025|Programme 17 Expenditure|Prog 17 (22)|Fisheries and Livestock - Veterinary Services|129000.0|2025 Approved Budget PDF (Page 47)
2025|Programme 17 Expenditure|Prog 17 (23)|Fisheries and Livestock - Fisheries Unit|67182.0|2025 Approved Budget PDF (Page 47)
2025|Programme 17 Expenditure|Prog 17 (24)|Fisheries and Livestock - Livestock Development|68128.0|2025 Approved Budget PDF (Page 47)
2025|Programme 17 Expenditure|Prog 17 (25)|Fisheries and Livestock - Management and Support|116540.0|2025 Approved Budget PDF (Page 47)
2025|Programme 17 Expenditure|Prog 17 (17)|Fisheries and Livestock - Fisheries and Livestock|486160.0|2025 Approved Budget PDF (Page 48)
2025|Programme 17 Expenditure|Prog 17 (02)|Fisheries and Livestock - Value addition promotion|4.0|2025 Approved Budget PDF (Page 49)
2025|Programme 17 Expenditure|Prog 17 (03)|Fisheries and Livestock - Product mapping and profiling|1.0|2025 Approved Budget PDF (Page 49)
2025|Programme 17 Expenditure|Prog 17 (04)|Fisheries and Livestock - Fish and livestock trainings as a business|4.0|2025 Approved Budget PDF (Page 49)
2025|Programme 17 Expenditure|Prog 17 (05)|Fisheries and Livestock - Indicators trade promotion|2.0|2025 Approved Budget PDF (Page 49)
2025|Programme 17 Expenditure|Prog 17 (01)|Fisheries and Livestock - Number fisheries and livestock bulletings disseminated|12.0|2025 Approved Budget PDF (Page 49)
2025|Programme 18 Expenditure|Prog 18 (02)|Social Protection and Community Development - Use of Goods and Services|1942710.0|2025 Approved Budget PDF (Page 51)
2025|Programme 18 Expenditure|Prog 18 (02)|Social Protection and Community Development - General Operations|1942710.0|2025 Approved Budget PDF (Page 51)
2025|Programme 18 Expenditure|Prog 18 (26)|Social Protection and Community Development - Social Welfare unit|1937538.0|2025 Approved Budget PDF (Page 51)
2025|Programme 18 Expenditure|Prog 18 (27)|Social Protection and Community Development - Community Development unit|5172.0|2025 Approved Budget PDF (Page 51)
2025|Programme 18 Expenditure|Prog 18 (03)|Social Protection and Community Development - Transfers|49217990.0|2025 Approved Budget PDF (Page 51)
2025|Programme 18 Expenditure|Prog 18 (01)|Social Protection and Community Development - Transfers|49217990.0|2025 Approved Budget PDF (Page 51)
2025|Programme 18 Expenditure|Prog 18 (26)|Social Protection and Community Development - Social Welfare unit|49217990.0|2025 Approved Budget PDF (Page 51)
2025|Programme 18 Expenditure|Prog 18 (04)|Social Protection and Community Development - Assets|1000000.0|2025 Approved Budget PDF (Page 51)
2025|Programme 18 Expenditure|Prog 18 (01)|Social Protection and Community Development - Non-Financial Assets (Capital Expenditure)|1000000.0|2025 Approved Budget PDF (Page 51)
2025|Programme 18 Expenditure|Prog 18 (26)|Social Protection and Community Development - Social Welfare unit|1000000.0|2025 Approved Budget PDF (Page 51)
2025|Programme 18 Expenditure|Prog 18 (18)|Social Protection and Community Development - Social Protection and Community Development|52160700.0|2025 Approved Budget PDF (Page 51)
